Date,IndexName,Open,High,Low,Close,Prediction,Realized,Profitable,TTM,MaxOIStrikeCall,MaxOICall,TotalOICall,MaxOIStrikePut,MaxOIPut,TotalOIPut,IsTTM,OICallDiff,OIPutDiff,OI_Ratio,OI_Ratio_diff,Match,MoneylessCall,MoneylessPut
2022-01-21,發行量加權股價指數,18218.28,18218.28,17851.39,17899.3,C < O,C < O,Earned,202201W4,18300.0,25824.0,163704.0,17600.0,18654.0,110306.0,0.0,52904.0,-1748.0,0.48,0.49,1.0,-0.02,0.02
2022-01-24,發行量加權股價指數,17899.3,18004.45,17682.33,17989.04,,,,202201W4,18200.0,32090.0,200444.0,17600.0,21222.0,158266.0,0.0,36740.0,47960.0,0.27,-0.20999999999999996,,-0.01,0.02
2022-01-25,發行量加權股價指數,17989.04,17989.04,17645.66,17701.12,C < O,C < O,Earned,202201W4,18000.0,37246.0,213824.0,17500.0,20202.0,149612.0,0.0,13380.0,-8654.0,0.43,0.15999999999999998,1.0,-0.02,0.01
2022-01-26,發行量加權股價指數,17701.12,17776.42,17633.03,17674.4,,,,202202W1,18300.0,5142.0,25496.0,15900.0,26098.0,55096.0,0.0,-188328.0,-94516.0,-0.54,-0.97,,-0.03,0.11
2022-02-07,發行量加權股價指數,17674.4,17900.3,17674.4,17900.3,,,,202202W2,18100.0,6244.0,34268.0,17700.0,4848.0,37204.0,0.0,8772.0,-17892.0,-0.08,0.46,,-0.01,0.01
2022-02-08,發行量加權股價指數,17900.3,18063.55,17900.3,17966.56,,,,202202W2,18100.0,23376.0,103502.0,17800.0,19764.0,120684.0,0.0,69234.0,83480.0,-0.14,-0.06000000000000001,,-0.01,0.01
2022-02-09,發行量加權股價指數,17966.56,18168.6,17966.56,18151.76,,,,202202,18500.0,20414.0,151604.0,17000.0,31722.0,137106.0,0.0,48102.0,16422.0,0.11,0.25,,-0.02,0.07
2022-02-10,發行量加權股價指數,18151.76,18338.05,18145.04,18338.05,C > O,C > O,Earned,202202,18500.0,31942.0,178290.0,17000.0,31390.0,190610.0,0.0,26686.0,53504.0,-0.06,-0.16999999999999998,1.0,-0.01,0.08
2022-02-11,發行量加權股價指數,18338.05,18338.05,18191.75,18310.94,C < O,C < O,Earned,202202,18500.0,37866.0,218754.0,17000.0,31970.0,218628.0,0.0,40464.0,28018.0,0.0,0.06,1.0,-0.01,0.08
2022-02-14,發行量加權股價指數,18310.94,18310.94,17965.22,17997.67,C > O,C < O,,202202,18200.0,36754.0,252864.0,17000.0,30872.0,198036.0,0.0,34110.0,-20592.0,0.28,0.28,0.0,-0.01,0.06
2022-02-15,發行量加權股價指數,17997.67,18085.91,17942.68,17951.81,,,,202202,18200.0,38790.0,252806.0,17000.0,32108.0,220094.0,0.0,-58.0,22058.0,0.15,-0.13000000000000003,,-0.01,0.06
2022-02-16,發行量加權股價指數,17951.81,18233.79,17951.81,18231.47,,,,202202W4,18500.0,7232.0,37722.0,16800.0,7040.0,35248.0,0.0,-215084.0,-184846.0,0.07,-0.07999999999999999,,-0.01,0.09
2022-02-17,發行量加權股價指數,18231.47,18330.63,18190.24,18268.57,,,,202202W4,18600.0,22680.0,101254.0,17800.0,12456.0,86414.0,0.0,63532.0,51166.0,0.17,0.1,,-0.02,0.03
2022-02-18,發行量加權股價指數,18268.57,18268.57,18098.52,18232.35,C > O,C < O,,202202W4,18600.0,24142.0,126978.0,18000.0,17320.0,116628.0,0.0,25724.0,30214.0,0.09,-0.08000000000000002,0.0,-0.02,0.01
2022-02-21,發行量加權股價指數,18232.35,18253.1,18129.65,18221.49,C < O,C < O,Earned,202202W4,18500.0,24858.0,157206.0,17900.0,18670.0,134158.0,0.0,30228.0,17530.0,0.17,0.08000000000000002,1.0,-0.02,0.02
2022-02-22,發行量加權股價指數,18221.49,18221.49,17840.38,17969.29,C > O,C < O,,202202W4,18200.0,21982.0,173116.0,17800.0,18458.0,140288.0,0.0,15910.0,6130.0,0.23,0.06,0.0,-0.01,0.01
2022-02-23,發行量加權股價指數,17969.29,18109.28,17954.75,18055.73,,,,202203W1,18400.0,5142.0,32998.0,17900.0,3824.0,33070.0,0.0,-140118.0,-107218.0,-0.0,-0.23,,-0.02,0.01
2022-02-24,發行量加權股價指數,18055.73,18055.73,17561.07,17594.55,,,,202203W1,18000.0,20906.0,119970.0,16600.0,10986.0,89046.0,0.0,86972.0,55976.0,0.35,0.35,,-0.02,0.06
2022-02-25,發行量加權股價指數,17594.55,17737.32,17554.97,17652.18,C > O,C > O,Earned,202203W1,18000.0,24190.0,126086.0,17000.0,16444.0,123358.0,0.0,6116.0,34312.0,0.02,-0.32999999999999996,1.0,-0.02,0.04
2022-03-01,發行量加權股價指數,17652.18,17944.5,17652.18,17898.25,C < O,C > O,,202203W1,18000.0,27166.0,147052.0,17600.0,19690.0,149770.0,0.0,20966.0,26412.0,-0.02,-0.04,0.0,-0.01,0.02
2022-03-02,發行量加權股價指數,17898.25,17918.98,17784.64,17867.6,,,,202203,18200.0,17894.0,134354.0,17000.0,24378.0,127894.0,0.0,-12698.0,-21876.0,0.05,0.07,,-0.02,0.05
2022-03-03,發行量加權股價指數,17867.6,18026.03,17867.6,17934.4,,,,202203W2,18300.0,13438.0,86528.0,17200.0,11912.0,75858.0,0.0,-47826.0,-52036.0,0.14,0.09000000000000001,,-0.02,0.04
2022-03-04,發行量加權股價指數,17934.4,17934.4,17710.54,17736.52,,,,202203W2,18100.0,16476.0,118422.0,17200.0,12944.0,91602.0,0.0,31894.0,15744.0,0.29,0.14999999999999997,,-0.02,0.03
2022-03-07,發行量加權股價指數,17736.52,17736.52,17135.68,17178.69,C > O,C < O,,202203W2,17700.0,14698.0,126818.0,17000.0,14570.0,104034.0,0.0,8396.0,12432.0,0.22,-0.06999999999999998,0.0,-0.03,0.01
2022-03-08,發行量加權股價指數,17178.69,17178.69,16764.78,16825.25,C < O,C < O,Earned,202203W2,17200.0,16716.0,130922.0,16300.0,20004.0,134670.0,0.0,4104.0,30636.0,-0.03,-0.25,1.0,-0.02,0.03
2022-03-09,發行量加權股價指數,16825.25,17072.74,16825.25,17015.36,,,,202203,19000.0,19292.0,157800.0,17000.0,23338.0,142214.0,0.0,26878.0,7544.0,0.11,0.14,,-0.1,0.0
2022-03-10,發行量加權股價指數,17015.36,17478.43,17015.36,17433.2,C > O,C > O,Earned,202203,18000.0,24668.0,187666.0,17000.0,37364.0,177068.0,0.0,29866.0,34854.0,0.06,-0.05,1.0,-0.03,0.03
2022-03-11,發行量加權股價指數,17433.2,17433.2,17239.9,17264.74,C < O,C < O,Earned,202203,17800.0,33292.0,226194.0,17000.0,34000.0,177342.0,0.0,38528.0,274.0,0.28,0.22000000000000003,1.0,-0.03,0.02
2022-03-14,發行量加權股價指數,17264.74,17363.04,17217.58,17263.04,C > O,C < O,Earned,202203,17800.0,33516.0,237968.0,17000.0,39432.0,197338.0,0.0,11774.0,19996.0,0.21,-0.07000000000000003,0.0,-0.03,0.02
2022-03-15,發行量加權股價指數,17263.04,17263.04,16911.95,16926.06,C < O,C < O,Earned,202203,17800.0,27844.0,226948.0,17000.0,28154.0,202722.0,0.0,-11020.0,5384.0,0.12,-0.09,1.0,-0.05,-0.0
2022-03-16,發行量加權股價指數,16926.06,17085.77,16808.43,16940.83,,,,202203W4,17400.0,6154.0,33054.0,15200.0,5584.0,27568.0,0.0,-193894.0,-175154.0,0.2,0.08000000000000002,,-0.03,0.11
2022-03-17,發行量加權股價指數,16940.83,17472.95,16940.83,17448.22,,,,202203W4,17700.0,16636.0,93562.0,16000.0,10308.0,85634.0,0.0,60508.0,58066.0,0.09,-0.11000000000000001,,-0.01,0.09
2022-03-18,發行量加權股價指數,17448.22,17472.38,17359.5,17456.52,C > O,C > O,,202203W4,17800.0,25630.0,134886.0,17000.0,16032.0,98402.0,0.0,41324.0,12768.0,0.37,0.28,1.0,-0.02,0.03
2022-03-21,發行量加權股價指數,17456.52,17603.99,17456.52,17560.36,C > O,C > O,Earned,202203W4,17800.0,31888.0,150950.0,17000.0,18878.0,120564.0,0.0,16064.0,22162.0,0.25,-0.12,1.0,-0.01,0.03
2022-03-22,發行量加權股價指數,17560.36,17573.29,17468.55,17559.71,C < O,C < O,Earned,202203W4,17700.0,28604.0,167260.0,17200.0,20176.0,141212.0,0.0,16310.0,20648.0,0.18,-0.07,1.0,-0.01,0.02
2022-03-23,發行量加權股價指數,17559.71,17738.69,17559.71,17731.37,,,,202203W5,18000.0,7354.0,38230.0,17500.0,6892.0,39028.0,0.0,-129030.0,-102184.0,-0.02,-0.19999999999999998,,-0.01,0.01
2022-03-24,發行量加權股價指數,17731.37,17731.37,17603.22,17699.06,,,,202203W5,18000.0,18028.0,99132.0,17200.0,10418.0,78084.0,0.0,60902.0,39056.0,0.27,0.29000000000000004,,-0.02,0.03
2022-03-25,發行量加權股價指數,17699.06,17747.13,17633.86,17676.95,C > O,C < O,,202203W5,18000.0,24864.0,136674.0,17300.0,16424.0,102396.0,0.0,37542.0,24312.0,0.33,0.06,0.0,-0.02,0.02
2022-03-28,發行量加權股價指數,17676.95,17676.95,17368.66,17520.01,C > O,C < O,,202203W5,17700.0,21170.0,152802.0,17300.0,19394.0,136676.0,0.0,16128.0,34280.0,0.12,-0.21000000000000002,0.0,-0.01,0.01
2022-03-29,發行量加權股價指數,17520.01,17585.91,17493.01,17548.66,C < O,C > O,,202203W5,17700.0,28474.0,173194.0,17400.0,21652.0,166456.0,0.0,20392.0,29780.0,0.04,-0.07999999999999999,0.0,-0.01,0.01
2022-03-30,發行量加權股價指數,17548.66,17770.07,17548.66,17740.56,,,,202204W1,18000.0,4828.0,32984.0,17500.0,5860.0,34036.0,0.0,-140210.0,-132420.0,-0.03,-0.07,,-0.01,0.01
2022-03-31,發行量加權股價指數,17740.56,17767.81,17682.53,17693.47,,,,202204W1,18000.0,14492.0,91610.0,17300.0,10706.0,74648.0,0.0,58626.0,40612.0,0.23,0.26,,-0.02,0.02
2022-04-01,發行量加權股價指數,17693.47,17693.47,17465.61,17625.59,C > O,C < O,,202204W1,17800.0,16174.0,112744.0,17300.0,14306.0,107686.0,0.0,21134.0,33038.0,0.05,-0.18,0.0,-0.01,0.02
2022-04-06,發行量加權股價指數,17625.59,17625.59,17381.07,17522.5,,,,202204,18000.0,31372.0,145432.0,16000.0,17124.0,114612.0,0.0,32688.0,6926.0,0.27,0.22000000000000003,,-0.03,0.1
2022-04-07,發行量加權股價指數,17522.5,17522.5,17178.63,17178.63,,,,202204W2,17600.0,15148.0,117426.0,17000.0,12408.0,78110.0,0.0,-28006.0,-36502.0,0.5,0.22999999999999998,,-0.02,0.01
2022-04-08,發行量加權股價指數,17178.63,17316.69,17178.63,17284.54,,,,202204W2,17600.0,28306.0,144912.0,17000.0,16978.0,106302.0,0.0,27486.0,28192.0,0.36,-0.14,,-0.02,0.02
2022-04-11,發行量加權股價指數,17284.54,17316.35,17046.67,17048.37,C < O,C < O,Earned,202204W2,17600.0,26848.0,166250.0,17000.0,18400.0,116366.0,0.0,21338.0,10064.0,0.43,0.07,1.0,-0.03,0.0
2022-04-12,發行量加權股價指數,17048.37,17100.85,16905.13,16990.91,C > O,C < O,Earned,202204W2,17600.0,25710.0,166408.0,16800.0,22168.0,145878.0,0.0,158.0,29512.0,0.14,-0.29,0.0,-0.03,0.01
2022-04-13,發行量加權股價指數,16990.91,17333.21,16990.91,17301.65,,,,202204,18000.0,33108.0,179252.0,16800.0,20194.0,150982.0,0.0,12844.0,5104.0,0.19,0.04999999999999999,,-0.04,0.03
2022-04-14,發行量加權股價指數,17301.65,17374.14,17245.65,17245.65,C > O,C < O,Earned,202204,18000.0,34172.0,224176.0,16800.0,22964.0,173866.0,0.0,44924.0,22884.0,0.29,0.09999999999999998,0.0,-0.04,0.03
2022-04-15,發行量加權股價指數,17245.65,17245.65,17004.18,17004.18,C > O,C < O,,202204,18000.0,32794.0,238292.0,16800.0,24414.0,178880.0,0.0,14116.0,5014.0,0.33,0.040000000000000036,0.0,-0.06,0.01
2022-04-18,發行量加權股價指數,17004.18,17004.18,16845.51,16898.87,C > O,C < O,,202204,18000.0,32066.0,247802.0,16700.0,28266.0,200816.0,0.0,9510.0,21936.0,0.23,-0.1,0.0,-0.06,0.01
2022-04-19,發行量加權股價指數,16898.87,17106.26,16898.87,16993.4,C < O,C > O,,202204,18000.0,31630.0,249700.0,16700.0,32258.0,220030.0,0.0,1898.0,19214.0,0.13,-0.1,0.0,-0.06,0.02
2022-04-20,發行量加權股價指數,16993.4,17148.88,16983.55,17148.88,,,,202204W4,17500.0,9034.0,39556.0,16800.0,4336.0,30136.0,0.0,-210144.0,-189894.0,0.31,0.18,,-0.02,0.02
2022-04-21,發行量加權股價指數,17148.88,17213.66,17106.37,17127.95,,,,202204W4,17500.0,20020.0,109352.0,16700.0,9944.0,74122.0,0.0,69796.0,43986.0,0.48,0.16999999999999998,,-0.02,0.03
2022-04-22,發行量加權股價指數,17127.95,17127.95,16923.87,17025.09,C > O,C < O,,202204W4,17500.0,18828.0,139332.0,16800.0,19804.0,118836.0,0.0,29980.0,44714.0,0.17,-0.30999999999999994,0.0,-0.03,0.01
2022-04-25,發行量加權股價指數,17025.09,17025.09,16579.89,16620.9,C < O,C < O,Earned,202204W4,17000.0,23658.0,182160.0,16200.0,20186.0,151258.0,0.0,42828.0,32422.0,0.2,0.03,1.0,-0.02,0.03
2022-04-26,發行量加權股價指數,16620.9,16729.47,16582.11,16644.79,C > O,C > O,Earned,202204W4,16800.0,25804.0,189842.0,16400.0,23264.0,161608.0,0.0,7682.0,10350.0,0.17,-0.03,1.0,-0.01,0.01
2022-04-27,發行量加權股價指數,16644.79,16644.79,16219.41,16303.35,,,,202205W1,16800.0,7670.0,40782.0,15800.0,6294.0,22412.0,0.0,-149060.0,-139196.0,0.82,0.6499999999999999,,-0.03,0.03
2022-04-28,發行量加權股價指數,16303.35,16455.57,16256.88,16419.38,,,,202205W1,16800.0,15326.0,92672.0,15500.0,14906.0,86018.0,0.0,51890.0,63606.0,0.08,-0.74,,-0.02,0.06
2022-04-29,發行量加權股價指數,16419.38,16663.66,16419.38,16592.18,C < O,C > O,,202205W1,16800.0,17984.0,117092.0,16000.0,15750.0,110160.0,0.0,24420.0,24142.0,0.06,-0.020000000000000004,0.0,-0.01,0.04
2022-05-03,發行量加權股價指數,16592.18,16604.87,16465.99,16498.9,,,,,,,,,,,,,,,,,,
2022-05-04,發行量加權股價指數,16498.9,16617.06,16498.9,16565.83,,,,,,,,,,,,,,,,,,
2022-05-05,發行量加權股價指數,16565.83,16783.78,16565.83,16696.12,,,,,,,,,,,,,,,,,,
2022-05-06,發行量加權股價指數,16696.12,16696.12,16312.17,16408.2,,,,,,,,,,,,,,,,,,
2022-05-09,發行量加權股價指數,16408.2,16408.2,16048.92,16048.92,,,,,,,,,,,,,,,,,,
2022-05-10,發行量加權股價指數,16048.92,16071.5,15734.44,16061.7,,,,,,,,,,,,,,,,,,
2022-05-11,發行量加權股價指數,16061.7,16081.15,15953.27,16006.25,,,,,,,,,,,,,,,,,,
2022-05-12,發行量加權股價指數,16006.25,16006.25,15616.68,15616.68,,,,,,,,,,,,,,,,,,
2022-05-13,發行量加權股價指數,15616.68,15860.69,15616.68,15832.54,,,,,,,,,,,,,,,,,,
2022-05-16,發行量加權股價指數,15832.54,16032.85,15832.54,15901.04,,,,,,,,,,,,,,,,,,
2022-05-17,發行量加權股價指數,15901.04,16085.85,15901.04,16056.09,,,,,,,,,,,,,,,,,,
2022-05-18,發行量加權股價指數,16056.09,16316.58,16056.09,16296.86,,,,,,,,,,,,,,,,,,
2022-05-19,發行量加權股價指數,16296.86,16296.86,15892.73,16020.32,,,,,,,,,,,,,,,,,,
2022-05-20,發行量加權股價指數,16020.32,16181.66,16020.32,16144.85,,,,,,,,,,,,,,,,,,
2022-05-23,發行量加權股價指數,16144.85,16249.45,16125.45,16156.41,,,,,,,,,,,,,,,,,,
2022-05-24,發行量加權股價指數,16156.41,16219.8,15963.63,15963.63,,,,,,,,,,,,,,,,,,
2022-05-25,發行量加權股價指數,15963.63,16169.18,15963.63,16104.03,,,,,,,,,,,,,,,,,,
2022-05-26,發行量加權股價指數,16104.03,16179.01,15949.61,15968.83,,,,,,,,,,,,,,,,,,
2022-05-27,發行量加權股價指數,15968.83,16266.22,15968.83,16266.22,,,,,,,,,,,,,,,,,,
2022-05-30,發行量加權股價指數,16266.22,16610.62,16266.22,16610.62,,,,,,,,,,,,,,,,,,
2022-05-31,發行量加權股價指數,16610.62,16807.77,16493.07,16807.77,,,,,,,,,,,,,,,,,,
2022-06-01,發行量加權股價指數,16807.77,16811.04,16649.91,16675.09,,,,,,,,,,,,,,,,,,
2022-06-02,發行量加權股價指數,16675.09,16675.09,16540.55,16552.57,,,,,,,,,,,,,,,,,,
2022-06-06,發行量加權股價指數,16552.57,16654.12,16509.01,16605.96,,,,,,,,,,,,,,,,,,
2022-06-07,發行量加權股價指數,16605.96,16605.96,16465.87,16512.88,,,,,,,,,,,,,,,,,,
2022-06-08,發行量加權股價指數,16512.88,16702.99,16512.88,16670.51,,,,,,,,,,,,,,,,,,
2022-06-09,發行量加權股價指數,16670.51,16670.51,16557.54,16621.34,,,,,,,,,,,,,,,,,,
2022-06-10,發行量加權股價指數,16621.34,16621.34,16403.33,16460.12,,,,,,,,,,,,,,,,,,
2022-06-13,發行量加權股價指數,16460.12,16460.12,16055.89,16070.98,,,,,,,,,,,,,,,,,,
2022-06-14,發行量加權股價指數,16070.98,16070.98,15869.06,16047.37,,,,,,,,,,,,,,,,,,
2022-06-15,發行量加權股價指數,16047.37,16106.75,15981.56,15999.25,,,,,,,,,,,,,,,,,,
2022-06-16,發行量加權股價指數,15999.25,16209.25,15838.29,15838.61,,,,,,,,,,,,,,,,,,
2022-06-17,發行量加權股價指數,15838.61,15838.61,15573.38,15641.26,,,,,,,,,,,,,,,,,,
2022-06-20,發行量加權股價指數,15641.26,15667.68,15367.58,15367.58,,,,,,,,,,,,,,,,,,
2022-06-21,發行量加權股價指數,15367.58,15728.64,15367.58,15728.64,,,,,,,,,,,,,,,,,,
2022-06-22,發行量加權股價指數,15728.64,15728.64,15346.95,15347.75,,,,,,,,,,,,,,,,,,
2022-06-23,發行量加權股價指數,15347.75,15380.28,15102.4,15176.44,,,,,,,,,,,,,,,,,,
2022-06-24,發行量加權股價指數,15176.44,15424.37,15176.44,15303.32,,,,,,,,,,,,,,,,,,
2022-06-27,發行量加權股價指數,15303.32,15656.35,15303.32,15548.01,,,,,,,,,,,,,,,,,,
2022-06-28,發行量加權股價指數,15548.01,15548.01,15375.65,15439.92,,,,,,,,,,,,,,,,,,
2022-06-29,發行量加權股價指數,15439.92,15439.92,15218.07,15240.13,,,,,,,,,,,,,,,,,,
